D0:4D:C6:02:E5:C0,D0:4D:C6:02:95:61,D0:4D:C6:02:95:70,D0:D3:E0:B1:87:00,D0:4D:C6:02:47:F0,D0:4D:C6:02:47:E0,D0:4D:C6:02:C2:81,D0:4D:C6:01:E6:20,D0:4D:C6:02:C2:80,D0:4D:C6:01:E6:21,D0:4D:C6:02:D3:A0,D0:4D:C6:02:7E:50,00:4E:35:CF:97:B0,D0:D3:E0:B1:3A:71,D0:D3:E0:B1:3A:60,D0:4D:C6:02:C2:91,D0:4D:C6:02:7E:51,D0:4D:C6:02:C2:90,D0:4D:C6:01:E6:30,D0:4D:C6:02:7E:41,00:4E:35:CF:97:A1,D0:4D:C6:03:4D:51,D0:4D:C6:01:E6:31,00:4E:35:CF:97:B1,D0:4D:C6:02:7E:40,D0:4D:C6:02:47:E1,D0:D3:E0:B1:A0:00,D0:4D:C6:03:4D:41,D0:4D:C6:02:E5:C1,00:4E:35:CF:97:A0,00:4E:35:CF:2E:50,00:4E:35:CF:CE:20,D0:D3:E0:B1:3A:61,00:4E:35:CF:2E:51,D0:4D:C6:02:47:F1,00:4E:35:CF:2E:41,D0:4D:C6:02:95:60,40:E3:D6:24:25:32,D0:4D:C6:03:4D:40,40:E3:D6:24:25:33,D0:4D:C6:03:4D:50,D0:4D:C6:02:E5:D1,D0:D3:E0:B1:3A:70,D0:4D:C6:02:95:71,40:E3:D6:24:25:23,00:4E:35:CF:2E:40,D0:D3:E0:B1:87:01,D0:4D:C6:02:E5:D0,40:E3:D6:24:25:22,x,y
37,66,56,0,32,38,33,0,33,31,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,38,0,0,38,0,32,0,0,0,31,0,66,0,0,0,37,34,0,56,0,41,0,0,0,2,7
43,59,58,0,31,0,41,0,0,0,0,35,0,0,31,32,35,32,0,46,31,38,0,0,46,0,0,48,42,31,0,0,31,31,31,39,58,0,48,0,38,0,0,0,0,39,0,37,31,7,2
0,60,57,0,32,40,35,37,36,0,0,0,0,0,31,31,0,31,0,40,32,43,0,0,40,39,0,50,47,0,31,0,31,0,32,0,60,0,50,0,43,0,0,57,0,36,0,0,32,4,2
42,60,58,0,35,35,38,38,38,38,0,31,0,31,31,31,31,0,31,43,31,42,31,0,43,0,0,51,42,31,31,0,0,31,34,37,58,0,51,0,42,31,0,59,35,38,0,0,34,5,4
44,65,0,0,31,0,34,32,33,0,0,34,0,0,31,0,34,0,0,0,31,39,0,0,0,0,0,46,44,0,31,0,31,31,31,35,64,31,45,0,39,33,0,60,40,35,0,34,37,2,6
43,63,52,0,31,0,31,32,31,0,0,33,0,0,0,0,33,0,0,0,31,43,0,0,0,38,0,0,44,31,0,0,0,31,35,0,0,31,47,0,43,0,0,52,32,35,0,0,32,2,7
0,61,60,0,38,45,32,31,32,31,0,31,0,0,31,31,31,31,31,42,31,40,31,0,0,45,0,43,0,31,31,0,31,0,38,39,61,0,43,0,40,31,0,60,35,40,0,31,35,2,5
45,54,49,0,36,40,0,32,0,32,0,0,0,0,0,0,31,0,31,45,0,43,31,0,46,40,0,46,45,0,0,0,31,0,35,0,54,0,46,0,43,0,0,49,0,35,0,0,32,12,5
38,0,0,0,31,36,31,31,31,0,0,31,31,0,31,31,31,0,0,0,0,39,31,0,41,36,0,42,0,31,0,0,31,31,0,36,0,0,42,0,39,0,0,51,32,41,0,0,32,8,5
38,68,57,0,41,45,31,0,31,0,0,31,0,0,31,31,31,31,0,0,0,35,0,0,0,45,0,42,38,31,34,0,31,34,41,0,68,0,42,0,35,31,0,57,0,0,0,31,0,4,12
44,49,50,0,0,0,37,33,0,34,0,31,31,0,0,0,31,31,31,0,0,37,31,0,0,0,0,46,44,0,0,0,32,31,32,36,49,0,46,0,0,34,0,50,0,37,31,0,0,6,1
43,61,63,0,32,0,31,0,31,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,35,0,0,41,43,31,35,0,31,35,33,43,61,0,41,0,41,0,0,63,37,43,0,31,37,4,7
43,59,0,0,33,36,36,31,0,31,0,0,0,0,31,31,0,0,0,0,31,41,0,0,0,36,0,43,43,31,31,0,31,0,32,40,59,0,43,0,41,39,0,60,35,40,0,0,35,1,4
43,64,62,0,33,0,0,31,31,0,0,31,0,0,0,31,31,0,0,0,0,35,31,0,0,0,0,46,43,0,31,0,0,0,33,42,68,0,46,0,36,0,0,62,37,44,0,31,37,3,7
39,60,62,0,33,43,32,31,31,31,0,0,0,0,31,0,0,0,0,43,0,32,0,0,0,39,0,46,39,0,33,0,31,33,33,34,60,0,46,0,0,36,0,62,37,34,0,31,0,4,8
44,65,61,0,37,36,32,0,32,0,0,34,0,0,0,0,0,31,31,37,31,41,31,0,0,41,0,43,44,31,0,0,0,33,36,42,65,0,43,0,37,33,0,61,40,42,0,0,39,4,6
46,54,54,0,31,39,40,35,40,36,0,35,0,0,31,31,35,31,31,37,31,44,0,0,0,39,0,49,45,31,0,0,31,33,31,38,54,0,49,0,40,0,0,54,31,38,0,33,31,10,3
38,59,53,0,35,0,36,0,36,0,0,31,0,0,0,0,31,0,0,39,0,0,0,0,0,0,0,43,38,0,0,0,31,0,34,34,59,0,45,0,35,31,0,53,0,34,0,33,0,5,7
43,56,58,0,31,0,37,38,36,38,0,35,0,0,0,0,35,0,31,43,31,44,31,0,42,0,0,54,43,0,0,0,0,0,32,41,56,0,0,0,44,39,0,58,0,41,0,0,0,7,4
44,67,59,0,37,0,0,0,0,32,0,37,0,0,31,0,0,0,31,47,0,47,31,0,47,45,0,50,44,0,0,0,31,0,37,40,67,0,50,0,47,32,0,59,36,40,0,0,37,4,3
45,60,62,0,31,0,35,34,35,0,0,35,0,0,0,31,35,0,0,0,0,40,0,0,0,42,0,50,0,0,0,0,0,0,0,0,59,0,0,0,40,42,0,62,37,0,0,41,0,3,1
37,66,56,0,40,46,31,31,31,0,0,31,0,0,31,0,31,0,0,0,31,35,0,0,0,44,0,0,36,31,0,0,31,31,34,39,68,0,0,0,42,0,0,56,36,40,0,0,36,1,11
40,61,55,0,31,36,34,34,34,34,0,32,0,0,31,0,0,0,31,38,31,42,31,0,0,36,0,49,40,31,31,0,31,31,0,38,61,0,49,0,42,0,0,55,33,37,0,0,32,8,4
47,62,53,0,33,40,34,35,34,35,0,34,0,0,31,31,34,31,31,45,32,41,31,0,45,41,0,47,48,32,0,0,31,31,31,39,62,0,47,0,41,38,0,53,37,39,0,0,38,3,2
51,66,63,0,0,44,36,0,0,0,0,0,0,0,31,0,0,33,31,0,0,0,0,31,41,44,0,52,47,0,32,0,31,32,0,38,70,0,52,0,44,0,0,63,32,38,0,0,33,4,2
44,57,0,0,33,0,37,36,37,37,31,0,31,0,33,31,34,31,31,45,31,44,31,31,47,0,0,50,47,31,31,0,32,31,0,0,57,0,50,0,45,37,0,49,32,0,0,37,32,8,2
46,62,65,0,31,43,0,36,0,0,0,34,31,0,0,0,34,0,31,46,0,43,0,31,46,0,0,0,46,31,31,0,0,31,31,0,0,0,0,0,43,39,0,66,37,0,0,39,37,3,2
40,0,54,0,31,0,0,0,0,0,0,0,0,0,0,0,0,34,31,42,0,39,31,0,0,0,0,48,40,0,0,0,0,0,31,0,56,0,48,0,39,37,0,54,0,0,0,0,0,10,4
42,53,50,0,33,41,35,32,35,32,0,0,0,0,31,31,0,0,0,41,31,43,0,0,41,41,0,48,42,31,0,0,0,0,0,37,53,0,48,0,43,33,0,50,33,37,0,0,33,8,3
41,56,50,0,0,32,32,31,32,31,0,34,0,0,31,31,34,31,31,38,31,0,0,0,38,32,0,0,41,32,0,0,31,0,34,36,0,0,45,0,0,32,0,50,33,0,0,32,33,7,5
0,61,63,0,35,0,33,32,33,32,0,33,0,0,31,31,33,31,31,0,31,41,31,0,0,0,0,46,43,31,0,0,31,31,35,0,61,0,46,0,41,33,0,0,37,0,0,0,37,4,5
43,57,53,31,36,0,41,32,41,32,0,38,0,0,31,37,38,0,0,0,31,42,31,31,45,0,0,50,43,31,0,0,31,31,36,39,57,0,50,0,42,31,0,42,31,40,31,0,0,10,4
44,57,58,0,35,42,31,31,31,31,0,32,0,0,31,0,32,31,0,43,31,36,0,0,44,42,0,43,44,31,0,0,0,31,35,37,56,0,42,0,36,32,0,58,0,36,0,0,0,1,6
0,51,50,0,34,35,39,0,39,0,0,38,31,0,0,0,38,0,31,45,32,42,0,31,45,35,0,52,42,32,32,0,0,31,34,0,51,0,0,0,42,36,0,50,0,44,0,36,0,12,4
0,65,0,0,34,0,0,31,0,31,0,0,0,0,0,31,34,31,31,40,31,39,31,0,0,0,0,43,0,31,37,0,0,37,34,0,65,0,43,0,39,34,0,60,31,0,0,34,0,1,7
44,55,51,0,35,43,0,35,0,35,0,35,0,0,31,36,36,0,31,45,0,41,0,31,45,39,0,0,0,31,0,0,31,0,34,40,55,0,49,0,41,0,0,51,31,40,0,38,31,12,1
39,54,50,0,31,38,37,0,37,0,0,34,0,0,0,0,34,0,0,42,0,40,31,0,42,0,0,44,39,0,32,0,0,31,31,38,54,0,44,0,40,0,0,50,31,39,0,0,31,8,5
39,69,58,0,38,44,31,31,31,0,0,31,0,0,31,0,31,31,0,38,31,37,0,0,38,44,0,46,38,31,36,0,31,37,38,40,69,0,46,0,36,31,0,60,35,40,0,31,33,1,8
43,64,59,0,0,0,38,34,38,33,0,37,0,0,0,0,37,0,31,46,0,40,31,0,45,0,0,47,43,0,0,0,0,0,35,33,64,31,47,31,40,37,0,59,37,33,0,0,37,2,4
43,65,55,0,31,42,0,35,37,35,0,32,0,0,0,33,0,0,31,0,31,39,0,0,0,0,0,0,43,31,33,0,0,33,38,0,64,0,0,0,38,0,0,55,0,41,0,0,0,3,4
44,0,42,0,35,36,36,0,36,0,0,35,0,0,0,0,35,0,0,47,0,42,0,31,47,37,0,52,44,32,0,0,0,31,31,40,52,0,52,0,42,31,0,42,33,40,31,0,33,11,4
39,55,50,0,0,36,0,31,33,31,0,31,0,0,31,0,31,0,0,39,31,38,31,0,39,36,0,46,39,31,0,0,31,0,31,35,55,0,46,0,38,0,0,50,0,36,0,0,36,6,5
0,54,51,0,34,36,39,0,0,0,0,35,0,0,0,0,35,0,31,0,0,41,31,0,43,0,0,49,44,31,0,0,0,0,0,39,54,0,0,0,42,31,0,51,0,0,0,0,0,7,1
44,55,50,0,31,0,37,33,37,33,0,31,0,0,0,34,31,31,31,42,31,44,31,0,0,0,0,49,44,31,0,0,31,0,31,38,55,0,49,0,43,32,0,49,0,38,31,32,32,7,4
37,65,60,0,38,0,31,31,0,31,0,0,0,0,31,0,0,0,0,0,31,38,0,0,0,48,0,43,37,31,0,0,0,32,38,0,65,0,43,0,38,31,0,60,36,0,0,0,36,2,12
0,66,64,0,35,43,33,31,33,31,0,31,0,0,0,0,31,31,0,40,0,38,0,0,40,43,0,43,42,0,0,0,0,0,35,39,65,0,43,0,38,0,0,64,37,0,0,31,0,3,9
42,60,0,0,36,41,32,31,0,31,0,33,0,0,0,31,33,0,0,0,31,0,0,0,0,40,0,44,42,31,0,0,0,0,0,33,59,0,43,0,35,33,0,0,34,33,0,0,0,1,7
0,58,53,0,0,0,0,33,38,33,0,35,0,0,33,0,34,0,31,43,0,42,0,0,43,35,0,50,46,0,0,0,33,31,34,0,58,0,50,0,0,0,0,53,35,40,0,0,35,5,2
46,52,48,0,35,40,40,36,40,36,0,33,31,0,0,0,32,31,31,47,31,44,0,31,0,0,0,0,46,31,0,0,32,0,0,39,52,0,50,0,44,0,0,48,36,44,0,0,35,12,2
48,52,48,0,0,0,34,35,35,35,0,37,31,0,0,32,37,0,0,43,31,45,31,31,43,0,0,51,48,31,0,0,0,0,0,41,52,0,50,0,44,0,0,44,31,0,0,0,31,11,3
47,54,47,0,31,42,37,0,37,35,0,37,31,0,31,35,37,0,0,43,0,41,0,31,43,42,0,46,47,0,31,0,31,0,36,41,53,0,51,0,42,33,0,48,32,41,0,0,32,12,5
45,63,63,0,0,40,39,0,39,34,0,0,0,0,31,0,34,0,31,46,0,41,31,0,45,0,0,47,45,0,31,0,31,31,34,39,62,0,47,0,0,0,0,0,35,39,0,34,36,5,2
40,60,53,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,31,0,0,0,37,0,0,46,0,31,0,0,31,31,35,0,59,0,46,0,32,33,0,53,34,40,0,0,33,5,7
44,60,60,31,0,0,37,34,37,33,0,33,0,0,31,31,34,31,31,43,0,41,31,0,45,0,0,48,44,0,0,0,31,0,38,37,60,31,48,31,40,37,0,60,34,37,31,0,34,2,4
40,53,52,0,31,36,37,33,37,33,0,36,0,0,31,32,0,32,0,0,31,42,0,0,41,36,0,50,40,0,0,0,31,0,31,37,53,0,0,0,42,0,0,52,0,36,0,36,0,11,4
38,70,64,0,39,46,34,31,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,44,39,0,0,0,31,32,39,43,70,31,44,0,0,0,0,64,35,43,0,0,34,3,10
44,56,50,0,0,0,0,34,41,34,0,0,31,0,32,0,39,0,0,0,32,43,31,0,43,0,0,55,44,31,31,0,32,31,34,41,56,0,55,0,44,0,0,50,0,41,0,0,31,12,3
0,63,63,0,0,0,31,0,31,0,0,31,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,45,0,0,32,0,0,32,0,42,63,31,45,0,0,31,0,63,39,42,0,31,40,4,7
45,52,51,0,33,39,39,32,35,35,0,31,31,0,31,0,31,0,31,42,31,39,0,31,42,39,0,45,45,31,0,0,31,31,33,39,52,0,45,0,39,31,0,51,31,35,0,0,31,9,5
45,58,0,0,33,39,0,32,0,32,0,0,0,0,31,31,36,31,0,43,0,43,31,0,43,41,0,51,45,0,31,0,31,0,33,39,58,0,51,0,43,0,0,51,33,39,0,0,33,6,2
47,60,61,0,35,0,33,36,33,36,0,38,0,0,31,0,38,0,31,41,0,41,31,0,41,39,0,49,47,0,0,0,31,0,34,38,60,0,49,0,41,40,0,60,34,38,0,40,34,5,5
0,0,51,0,0,39,36,0,0,0,0,35,31,0,31,0,34,0,0,44,31,46,31,31,44,0,0,52,0,31,31,0,31,31,31,42,0,0,52,0,0,34,0,51,34,42,0,0,33,11,1
43,68,56,0,0,0,31,31,31,31,0,31,31,0,0,0,31,0,31,36,31,39,31,0,36,0,0,0,44,31,0,0,31,0,32,0,68,0,0,0,0,0,0,56,0,39,0,32,31,1,6
46,51,51,0,33,0,0,0,39,0,0,0,0,0,0,31,37,0,31,0,0,44,31,0,0,0,0,44,46,31,31,0,0,0,33,0,51,0,44,0,44,0,0,51,32,0,0,0,0,10,2
0,63,64,0,32,43,31,31,31,0,0,0,0,0,31,0,31,31,0,35,0,34,0,0,35,0,0,42,0,0,35,0,31,35,0,39,63,0,42,0,35,31,0,64,36,39,0,31,36,5,9
0,65,64,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,0,0,0,41,0,44,41,31,0,0,0,31,37,37,64,0,43,0,37,0,0,64,40,42,0,0,39,4,6
37,69,64,0,33,46,31,31,31,0,0,32,0,0,31,31,32,31,31,38,31,0,31,0,37,45,0,44,37,31,35,0,31,35,33,39,69,0,44,0,42,32,0,64,40,40,0,32,41,1,11
45,49,51,0,31,43,39,36,34,0,0,36,31,31,0,31,35,0,31,44,32,42,0,31,44,43,0,48,45,32,32,0,0,31,32,42,49,0,0,0,42,36,0,51,33,43,0,36,33,12,4
0,62,0,0,32,38,31,31,31,0,0,31,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,41,0,0,31,0,0,31,33,0,62,0,41,0,0,31,0,59,0,34,0,0,0,5,11
40,62,63,0,0,47,36,31,36,31,0,36,0,0,31,0,36,0,0,0,31,0,31,0,0,43,0,49,39,31,0,0,31,0,32,37,62,31,49,31,37,0,0,63,0,37,0,0,34,2,5
43,62,0,0,0,43,34,0,34,35,0,32,0,0,31,31,32,31,0,0,31,37,31,0,0,43,0,48,43,31,0,0,31,0,35,37,62,0,48,0,0,35,0,59,0,37,0,35,0,1,2
42,61,57,0,0,40,31,0,31,0,0,31,0,0,31,31,31,0,0,42,31,39,0,0,41,39,0,45,42,31,31,0,31,31,33,38,62,31,45,0,39,36,0,57,37,38,0,0,37,2,6
44,56,53,0,0,0,35,0,35,33,0,0,31,0,31,0,31,0,0,0,31,40,0,31,0,0,0,48,45,31,0,0,31,31,35,36,56,0,48,0,0,36,0,53,0,36,0,0,0,5,1
0,62,59,0,31,0,0,34,0,0,0,0,0,0,0,0,0,31,0,41,31,38,0,0,41,0,0,46,0,31,0,0,0,0,31,38,62,0,46,0,37,0,0,59,0,38,0,39,0,1,1
43,58,0,0,0,38,34,34,34,34,0,0,0,0,0,31,31,0,0,0,31,40,0,0,41,38,0,46,44,0,31,0,0,31,31,36,58,0,46,0,0,0,0,53,0,36,0,0,0,6,5
43,55,0,0,0,38,0,32,37,32,0,0,0,0,0,0,34,0,31,45,32,44,31,0,45,38,0,55,43,32,31,0,0,0,0,40,55,0,54,0,44,34,0,52,33,39,0,34,33,9,1
42,67,58,0,32,0,33,31,33,31,0,31,0,0,31,0,33,0,0,39,31,37,31,0,39,43,0,47,43,31,31,0,0,0,0,39,67,0,47,0,0,37,0,58,36,39,0,37,36,1,1
0,65,59,0,39,45,31,31,31,0,0,0,0,0,0,0,0,31,0,34,31,0,0,0,34,45,0,43,0,31,0,0,31,0,39,37,65,0,43,0,36,0,0,59,36,37,0,31,0,3,11
39,62,59,0,34,38,35,34,0,34,0,33,0,0,31,0,33,0,31,41,31,39,31,0,40,0,0,45,39,31,0,0,31,0,33,37,62,0,45,0,39,0,0,60,32,37,0,0,32,4,5
45,56,53,0,31,38,0,0,35,0,0,34,0,0,31,0,34,0,31,0,0,42,31,0,45,38,0,50,45,0,0,0,31,0,0,34,56,0,49,0,43,31,0,53,36,34,0,0,36,6,4
41,56,46,0,0,36,38,37,0,37,0,33,0,0,31,31,33,0,0,0,0,40,31,0,45,0,0,50,0,0,0,0,31,31,0,40,0,0,50,0,40,0,0,46,34,40,0,0,0,8,4
44,59,61,0,31,0,0,35,0,35,0,32,0,0,0,34,32,0,0,43,0,0,0,0,42,0,0,51,45,0,31,0,0,31,31,42,59,0,51,0,41,0,0,61,31,42,0,0,31,7,3
42,61,59,0,31,41,39,32,0,33,0,0,0,0,0,0,32,0,0,41,0,39,0,0,41,41,0,48,42,0,33,0,0,32,31,0,61,0,48,0,39,0,0,0,35,0,0,0,35,3,4
44,50,48,0,0,39,39,33,39,33,0,0,31,0,32,31,39,0,31,45,31,44,31,31,45,0,0,50,44,31,32,0,32,31,33,41,50,0,50,0,0,0,0,48,31,41,0,36,32,12,3
42,64,62,0,31,0,35,32,35,32,0,33,0,0,31,33,33,33,31,0,33,38,31,0,0,44,0,48,0,33,0,0,31,31,31,39,64,0,48,0,38,0,0,62,34,39,0,0,34,5,3
41,61,58,0,32,42,0,0,0,0,0,31,0,0,0,0,31,0,0,0,31,33,0,0,38,42,0,39,42,31,0,0,0,31,33,38,61,31,36,31,33,31,0,59,37,37,0,32,36,5,10
0,54,52,0,32,38,41,34,42,34,0,37,0,0,0,34,37,0,0,41,0,40,31,0,41,39,0,49,0,0,33,0,31,33,32,39,54,0,49,0,40,0,0,52,0,39,0,0,0,11,2
41,69,64,0,39,41,31,0,31,0,0,0,0,0,31,0,31,0,0,0,31,36,0,0,0,41,0,44,40,0,33,0,31,31,39,40,67,0,44,0,0,31,0,65,0,39,0,0,0,4,10
0,68,64,0,36,0,31,0,31,0,0,31,0,0,0,31,31,0,0,0,31,0,0,0,35,0,0,44,0,31,35,0,0,36,36,44,68,0,44,0,33,31,0,64,0,44,0,0,0,2,12
0,58,59,0,31,0,0,0,0,37,0,35,0,31,34,32,35,0,31,0,31,41,0,0,0,34,0,0,40,34,31,0,34,31,31,40,58,0,0,0,41,37,0,60,33,40,0,0,34,5,4
0,67,54,0,36,0,31,0,0,0,0,0,0,0,31,0,31,31,0,0,0,32,0,0,0,44,0,45,0,0,31,0,0,0,36,36,70,0,45,0,32,31,0,54,31,35,0,31,31,1,10
47,66,58,0,32,42,39,36,39,35,0,36,0,0,31,31,36,0,31,40,31,40,31,0,41,42,0,49,47,31,31,0,31,31,36,37,66,0,49,0,44,34,0,58,0,37,0,31,0,4,3
0,47,0,0,36,38,32,0,0,0,0,32,31,0,31,0,32,31,0,41,0,45,0,31,41,0,0,47,0,0,0,0,31,31,36,40,47,0,46,0,45,31,0,0,31,40,0,0,31,12,5
35,54,45,0,31,34,36,0,36,32,0,31,31,0,31,0,31,0,31,0,31,45,0,31,0,0,0,48,37,31,0,0,31,0,31,36,54,0,48,0,45,34,0,45,31,36,0,34,31,9,1
40,56,60,0,38,0,34,32,34,33,0,31,0,0,31,31,31,31,31,40,31,38,0,31,41,0,0,47,40,31,0,0,0,31,38,39,55,0,48,0,38,31,0,60,37,39,0,31,36,4,4
39,60,0,0,31,41,31,0,31,0,0,0,0,0,0,0,0,31,0,0,0,36,0,0,0,41,0,45,39,0,0,0,0,31,0,42,60,0,45,0,38,0,0,0,42,41,0,0,42,1,12
0,56,47,0,0,0,0,31,37,31,0,33,31,0,0,0,33,0,0,46,32,44,31,31,46,0,0,50,46,32,0,0,0,0,31,40,56,0,50,0,0,0,0,47,36,40,0,0,35,8,1
0,64,55,0,35,42,0,0,0,0,0,31,0,0,31,0,31,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,35,38,63,0,46,0,0,33,0,55,0,38,0,31,36,5,8
46,56,51,0,31,0,34,31,33,31,0,36,0,0,31,31,37,31,31,43,31,40,31,0,43,0,0,52,46,31,31,0,31,0,0,38,55,0,52,0,40,35,0,51,0,38,0,35,31,9,4
44,55,0,0,32,42,33,31,33,31,0,0,0,0,31,31,0,31,0,39,0,39,0,0,39,0,0,45,44,0,0,0,0,0,0,40,55,0,45,0,39,0,0,0,35,40,0,0,35,4,11
0,64,59,0,37,39,31,31,31,31,0,31,0,0,0,0,31,0,0,0,31,0,0,0,0,39,0,42,0,31,31,0,0,32,37,41,64,0,46,0,0,0,0,59,32,41,0,31,32,2,11
43,60,58,0,37,33,36,38,36,38,0,33,31,0,0,31,33,31,31,38,31,41,31,0,0,0,0,52,43,31,0,0,0,31,33,34,57,0,52,0,43,38,0,55,31,0,0,38,36,2,2
46,62,58,0,32,0,39,35,39,35,0,36,0,0,32,0,36,0,0,46,33,43,31,0,0,0,31,0,46,33,0,0,32,0,35,40,62,0,0,0,41,0,0,58,35,40,0,34,34,4,2
44,55,0,0,31,41,44,0,44,34,0,34,0,0,0,0,34,0,31,0,0,40,0,0,0,41,0,50,0,33,0,0,0,33,31,0,55,0,50,0,40,0,0,55,31,0,0,0,0,10,3
42,54,47,0,31,37,35,32,35,32,0,33,0,0,33,32,32,31,31,0,0,41,31,31,0,36,0,48,0,0,0,0,33,0,31,42,54,0,48,0,41,33,0,47,31,42,0,36,31,11,5
44,58,54,0,31,0,32,31,31,31,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,45,41,0,0,0,31,0,0,36,58,0,44,0,0,31,0,54,37,36,0,31,0,4,7
44,64,57,0,32,37,37,31,37,31,0,34,0,0,31,31,34,0,31,46,33,44,31,0,46,43,0,46,46,33,31,0,31,31,33,38,64,0,46,0,44,31,0,55,34,38,0,31,35,4,3
0,55,51,31,35,38,43,0,43,0,0,35,31,0,0,32,35,32,0,46,31,44,0,31,46,38,0,53,44,31,0,0,0,31,35,42,55,0,0,0,44,37,31,51,31,43,0,37,31,12,4
44,54,0,0,31,0,34,31,34,31,0,0,0,0,31,31,32,0,31,41,31,42,31,0,41,36,0,45,44,0,31,0,0,0,0,0,54,0,45,0,0,0,0,50,31,0,0,0,31,9,4
36,69,61,0,34,46,31,31,31,31,0,0,0,0,31,31,31,0,0,34,31,35,0,0,0,46,0,46,36,31,36,0,0,36,34,39,69,0,46,0,35,31,0,61,36,0,0,0,37,1,10
39,66,65,0,35,0,38,32,38,33,0,32,0,0,31,31,32,0,31,0,0,41,31,0,0,43,0,46,0,0,31,0,31,0,35,41,65,0,46,0,41,33,0,65,0,41,0,0,32,1,4
42,52,0,0,0,0,37,35,37,35,0,33,0,0,0,31,33,31,0,41,0,0,0,0,41,0,0,45,42,0,31,0,0,31,31,33,52,0,44,0,0,37,0,0,31,33,0,36,31,7,5
0,64,0,0,37,0,0,0,31,0,0,31,0,0,0,0,31,0,0,39,31,36,0,0,39,0,0,0,0,31,0,0,0,31,37,38,64,0,45,0,36,0,0,62,37,38,0,0,37,5,10
43,0,56,0,33,0,32,31,32,31,0,34,0,0,0,31,34,0,31,36,0,41,31,0,37,0,0,48,43,0,0,0,0,31,33,0,0,0,49,0,40,37,0,56,0,35,0,0,0,3,2
42,54,0,0,0,33,0,32,0,32,0,0,0,0,31,0,34,31,0,38,0,42,31,0,0,33,0,48,42,0,0,0,31,0,0,36,54,0,47,0,0,0,0,49,31,36,0,0,31,10,5
42,55,55,0,31,0,34,31,33,31,0,31,0,0,31,0,31,31,0,40,31,38,31,0,40,0,0,42,42,31,31,0,31,31,31,38,55,31,42,31,38,31,0,54,33,37,0,0,33,3,10
44,49,45,0,0,0,36,31,36,31,0,32,31,31,0,31,32,0,31,45,31,44,31,0,0,0,0,47,45,31,0,0,0,0,32,43,49,0,47,0,45,37,31,46,0,0,0,0,0,12,1
47,54,56,31,32,0,0,34,41,34,0,0,31,0,31,32,37,0,0,44,0,43,0,31,44,0,0,48,47,0,0,0,31,0,33,38,0,0,48,0,43,33,0,0,33,38,31,34,33,10,3
43,53,54,0,0,0,43,32,43,34,0,38,31,0,31,0,38,35,31,43,31,42,31,31,43,0,0,46,41,31,0,0,31,0,34,41,53,0,46,0,43,35,0,54,35,41,0,40,34,10,2
0,66,61,0,33,0,35,0,34,33,0,0,0,0,31,0,0,0,31,0,0,47,31,0,0,0,0,48,0,0,31,0,31,31,33,39,66,0,0,0,47,0,0,61,0,39,0,0,0,2.85,3.3
0,68,59,0,37,47,31,31,31,31,0,31,0,0,31,0,31,31,0,0,31,38,0,0,0,47,0,46,0,31,0,0,31,0,37,41,67,0,46,0,38,0,0,58,37,0,0,0,37,1,9
41,63,60,0,33,0,0,0,36,31,0,35,0,0,0,0,35,0,31,41,0,40,31,0,41,0,0,47,0,0,31,0,0,31,33,40,63,0,47,0,40,0,0,60,0,39,0,37,0,2,1
42,55,47,0,34,0,41,33,41,33,0,33,31,0,0,0,33,0,31,40,31,43,0,31,40,0,0,51,42,31,0,0,0,0,34,0,59,0,51,0,43,33,0,47,33,0,0,33,0,11,2
40,51,47,0,31,39,37,0,37,0,0,34,0,0,31,0,33,0,31,43,31,46,31,0,0,37,0,0,0,31,0,0,32,0,31,0,51,0,48,0,46,0,0,0,0,40,0,34,33,10,1
0,63,63,0,31,0,31,0,31,0,0,31,0,0,31,0,31,0,0,0,0,40,0,0,39,0,0,45,0,0,31,0,31,0,0,38,63,0,47,0,41,0,0,63,0,38,0,33,0,3,6
0,68,64,0,32,43,32,32,33,32,0,32,0,0,31,0,32,31,0,0,31,40,0,0,0,43,0,46,39,31,0,0,31,32,31,39,68,31,47,31,40,32,0,64,34,36,0,0,34,1,6
46,67,59,0,34,0,40,31,40,31,0,34,31,0,31,0,34,0,0,42,31,40,31,0,42,0,0,51,46,31,0,0,31,31,34,42,67,0,51,0,40,0,0,59,35,42,0,0,37,1,3
44,66,60,0,0,39,37,32,36,32,0,34,0,0,31,0,34,0,31,42,31,41,31,0,42,39,31,51,44,31,0,0,31,31,31,0,66,0,51,0,43,0,0,60,33,37,0,39,0,4,1
41,62,59,0,32,0,31,0,31,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,45,41,0,0,0,0,0,33,0,62,0,45,0,0,31,0,60,0,0,0,0,0,5,7
